Loc,Initial,Germ,SurvWk11,Pods,NumPods,NumSeeds,Herbivory,Mat,MatL,MatDam,MatSire,Pat,PatL,PatDam,PatSire,Block,EarliestGerm,EarliestFlowPod
3.7.19,5,2,1,1,8,12,0,10B1,10B,P38D,R81E,19D2,19D,B113A,R84A,3,166,223
3.7.2,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,2A4,2A,P64B,B88B,3,NA,NA
3.7.3,5,0,0,0,0,0,0,13B2,13B,P63B,Y123G,5A1,5A,P29D,P63G,3,NA,NA
3.7.4,5,0,0,0,0,0,0,18B3,18B,P62H,P71A,7E1,7E,130C,129B,3,NA,NA
3.7.5,5,0,0,0,0,0,0,8C1,8C,140B,122B,5A5,5A,P29D,P63G,3,NA,NA
3.7.6,5,0,0,0,0,0,0,17D2,17D,Y126C,Y124D,4C1,4C,P29C,R81E,3,NA,NA
3.7.7,5,0,0,0,0,0,0,12C1,12C,R85B,P71A,5D1,5D,B88A,B110E,3,NA,NA
3.7.8,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,19D1,19D,B113A,R84A,3,NA,NA
3.7.9,5,0,0,0,0,0,0,15C1,15C,P100D,B22C,13C2,13C,331B,357B,3,NA,NA
3.8.1,5,0,0,0,0,0,0,4C2,4C,P29C,R81E,9A3,9A,R88G,P63J,3,NA,NA
3.8.10,5,0,0,0,0,0,0,4A1,4A,P29E,B22C,12C1,12C,R85B,P71A,3,NA,NA
3.8.11,5,0,0,0,0,0,0,16E1,16E,136A,356A,4A1,4A,P29E,B22C,3,NA,NA
3.8.12,5,0,0,0,0,0,0,9A3,9A,R88G,P63J,9E1,9E,P29J,P29A,3,NA,NA
3.8.13,5,0,0,0,0,0,0,10C1,10C,P83E,B112F,13E2,13E,R82K,Y123G,3,NA,NA
3.8.14,5,0,0,0,0,0,0,18C2,18C,P64C,R83F,13E2,13E,R82K,Y123G,3,NA,NA
3.8.15,5,0,0,0,0,0,0,9E1,9E,P29J,P29A,17D2,17D,Y126C,Y124D,3,NA,NA
3.8.16,5,0,0,0,0,0,0,16C1,16C,331A,32A,2A1,2A,P64B,B88B,3,NA,NA
3.8.17,5,0,0,0,0,0,0,2A1,2A,P64B,B88B,16C2,16C,331A,32A,3,NA,NA
3.8.18,5,0,0,0,0,0,0,18C2,18C,P64C,R83F,13E1,13E,R82K,Y123G,3,NA,NA
3.8.19,5,0,0,0,0,0,0,13B2,13B,P63B,Y123G,5A3,5A,P29D,P63G,3,NA,NA
3.8.2,5,0,0,0,0,0,0,7B1,7B,P64F,P29H,11D1,11D,140C,122C,3,NA,NA
3.8.3,5,1,0,0,0,0,0,21B2,21B,P62B,R85A,13C2,13C,331B,357B,3,159,NA
3.8.4,5,0,0,0,0,0,0,16C2,16C,331A,32A,2A1,2A,P64B,B88B,3,NA,NA
3.8.5,5,0,0,0,0,0,0,20A2,20A,P83B,P62I,2A4,2A,P64B,B88B,3,NA,NA
3.8.6,5,0,0,0,0,0,0,7E1,7E,130C,129B,14A2,14A,Y125E,R83F,3,NA,NA
3.8.7,5,0,0,0,0,0,0,1B2,1B,14C,122C,19D3,19D,B113A,R84A,3,NA,NA
3.8.8,5,0,0,0,0,0,0,14A2,14A,Y125E,R83F,7E2,7E,130C,129B,3,NA,NA
3.8.9,5,0,0,0,0,0,0,21A1,21A,P63L,B51C,6D5,6D,B22B,P27F,3,NA,NA
3.9.1,5,1,1,0,0,0,0,2A5,2A,P64B,B88B,5A6,5A,P29D,P63G,3,167,NA
3.9.10,5,0,0,0,0,0,0,13B6,13B,P63B,Y123G,6D5,6D,B22B,P27F,3,NA,NA
3.9.11,5,0,0,0,0,0,0,20E2,20E,R88B,B86B,8B2,8B,P31M,P63A,3,NA,NA
3.9.12,5,0,0,0,0,0,0,16E1,16E,136A,356A,5D3,5D,B88A,B110E,3,NA,NA
3.9.13,5,0,0,0,0,0,0,13C1,13C,331B,357B,8A2,8A,330A,139A,3,NA,NA
3.9.14,5,0,0,0,0,0,0,13C2,13C,331B,357B,21B2,21B,P62B,R85A,3,NA,NA
3.9.15,5,0,0,0,0,0,0,5D2,5D,B88A,B110E,16E1,16E,136A,356A,3,NA,NA
3.9.16,5,2,2,0,0,0,0,21B2,21B,P62B,R85A,13C1,13C,331B,357B,3,167,NA
3.9.17,5,0,0,0,0,0,0,7B3,7B,P64F,P29H,15D2,15D,R88H,B22C,3,NA,NA
3.9.18,5,1,1,0,0,0,0,16D4,16D,337A,120B,20A3,20A,P83B,P62I,3,NA,NA
3.9.19,5,0,0,0,0,0,0,13C1,13C,331B,357B,21B2,21B,P62B,R85A,3,NA,NA
3.9.2,5,1,1,1,8,19,0,10B1,10B,P38D,R81E,13A2,13A,P71D,P29I,3,167,NA
3.9.3,5,0,0,0,0,0,0,16E1,16E,136A,356A,5D1,5D,B88A,B110E,3,NA,NA
3.9.4,5,0,0,0,0,0,0,7E1,7E,130C,129B,1D1,1D,P31C,P63A,3,NA,NA
3.9.5,5,0,0,0,0,0,0,1B2,1B,14C,122C,13A2,13A,P71D,P29I,3,NA,NA
3.9.6,5,0,0,0,0,0,0,8A2,8A,330A,139A,13C2,13C,331B,357B,3,NA,NA
3.9.7,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,16D2,16D,337A,120B,3,NA,NA
3.9.8,5,0,0,0,0,0,0,1E1,1E,31A,11A,16C1,16C,331A,32A,3,NA,NA
3.9.9,5,1,1,0,0,0,0,11D1,11D,140C,122C,19C2,19C,B112E,R83F,3,NA,NA
4.1.1,5,0,0,0,0,0,0,16C2,16C,331A,32A,1E1,1E,31A,11A,4,NA,NA
4.1.10,5,1,1,1,1,0,0,21B2,21B,P62B,R85A,13C1,13C,331B,357B,4,160,223
4.1.11,5,0,0,0,0,0,0,16C1,16C,331A,32A,1E1,1E,31A,11A,4,NA,NA
4.1.12,5,0,0,0,0,0,0,14A1,14A,Y125E,R83F,9D3,9D,P38C,R80H,4,NA,NA
4.1.13,5,0,0,0,0,0,0,20E2,20E,R88B,B86B,1B2,1B,14C,122C,4,NA,NA
4.1.14,5,1,1,0,0,0,0,13C1,13C,331B,357B,15C1,15C,P100D,B22C,4,160,NA
4.1.15,5,1,1,1,3,10,0,8C1,8C,140B,122B,7A1,7A,P64D,B86B,4,177,210
4.1.16,5,1,1,0,0,0,0,1B2,1B,14C,122C,19D3,19D,B113A,R84A,4,177,NA
4.1.17,3,0,0,0,0,0,0,9A3,9A,R88G,P63J,9E1,9E,P29J,P29A,4,NA,NA
4.1.18,5,0,0,0,0,0,0,13C1,13C,331B,357B,8A2,8A,330A,139A,4,NA,NA
4.1.19,5,0,0,0,0,0,0,13C2,13C,331B,357B,15C1,15C,P100D,B22C,4,NA,NA
4.1.2,5,0,0,0,0,0,0,9E1,9E,P29J,P29A,17D2,17D,Y126C,Y124D,4,NA,NA
4.1.20,5,0,0,0,0,0,0,4C2,4C,P29C,R81E,9A3,9A,R88G,P63J,4,NA,NA
4.1.21,5,0,0,0,0,0,0,11D1,11D,140C,122C,7B3,7B,P64F,P29H,4,NA,NA
4.1.22,5,0,0,0,0,0,0,2A1,2A,P64B,B88B,16C2,16C,331A,32A,4,NA,NA
4.1.23,5,0,0,0,0,0,0,13B6,13B,P63B,Y123G,11C1,11C,R880,B45H,4,NA,NA
4.1.24,5,1,1,0,0,0,0,10B1,10B,P38D,R81E,19D3,19D,B113A,R84A,4,NA,NA
4.1.25,5,2,2,1,1,2,0,18C3,18C,P64C,R83F,13E2,13E,R82K,Y123G,4,177,NA
4.1.26,5,0,0,0,0,0,0,18C3,18C,P64C,R83F,13E2,13E,R82K,Y123G,4,NA,NA
4.1.27,5,0,0,0,0,0,0,11C1,11C,R880,B45H,21A1,21A,P63L,B51C,4,NA,NA
4.1.28,5,0,0,0,0,0,0,2A1,2A,P64B,B88B,16C1,16C,331A,32A,4,NA,NA
4.1.29,5,0,0,0,0,0,0,5D1,5D,B88A,B110E,16E1,16E,136A,356A,4,NA,NA
4.1.3,5,0,0,0,0,0,0,14A2,14A,Y125E,R83F,7E2,7E,130C,129B,4,NA,NA
4.1.30,5,0,0,0,0,0,0,20E2,20E,R88B,B86B,10B1,10B,P38D,R81E,4,NA,NA
4.1.31,5,0,0,0,0,0,0,5D1,5D,B88A,B110E,12C1,12C,R85B,P71A,4,NA,NA
4.1.32,5,1,1,1,1,7,0,10B1,10B,P38D,R81E,19D1,19D,B113A,R84A,4,NA,NA
4.1.4,5,0,0,0,0,0,0,14A1,14A,Y125E,R83F,7E1,7E,130C,129B,4,NA,NA
4.1.5,5,0,0,0,0,0,0,9D3,9D,P38C,R80H,14A2,14A,Y125E,R83F,4,NA,NA
4.1.6,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,19D3,19D,B113A,R84A,4,NA,NA
4.1.7,5,0,0,0,0,0,0,13C1,13C,331B,357B,21B4,21B,P62B,R85A,4,NA,NA
4.1.8,5,0,0,0,0,0,0,9D3,9D,P38C,R80H,1D1,1D,P31C,P63A,4,NA,NA
4.1.9,5,0,0,0,0,0,0,13B2,13B,P63B,Y123G,5A4,5A,P29D,P63G,4,NA,NA
4.2.1,5,0,0,0,0,0,0,7B1,7B,P64F,P29H,11D1,11D,140C,122C,4,NA,NA
4.2.10,5,0,0,0,0,0,0,8B1,8B,P31M,P63A,19D1,19D,B113A,R84A,4,NA,NA
4.2.11,5,0,0,0,0,0,0,20A3,20A,P83B,P62I,2A5,2A,P64B,B88B,4,NA,NA
4.2.12,5,0,0,0,0,0,0,13C2,13C,331B,357B,8A2,8A,330A,139A,4,NA,NA
4.2.13,5,0,0,0,0,0,0,16C1,16C,331A,32A,2A2,2A,P64B,B88B,4,NA,NA
4.2.14,5,0,0,0,0,0,0,14B2,14B,P83I,P29I,13E2,13E,R82K,Y123G,4,NA,NA
